Datetime,Open,High,Low,Close,Volume,Return_1d,Return_2d,Return_5d,Return_7d,MA_14,MA_30,MA_90,MA_diff_14_30,MA_diff_14_90,MA_ratio_14_90,Vol_14d,Vol_30d,Vol_90d,Future_Return_5d,Target_Label_5d
2025-04-05,83889.87,84266.0,82379.95,83537.99,7204.11302,-0.004194546969735313,0.003904433785598016,0.011968260209780812,0.010761835599273795,84674.515,84071.54900000001,92649.17599999999,602.9659999999858,-7974.660999999993,0.9139262609308042,0.01889071038931372,0.026419126835986875,0.026432958934462736,-0.04705272415580031,0
2025-04-06,83537.99,83817.63,77153.83,78430.0,26076.23747,-0.061145713465215135,-0.0650837818678226,-0.07900975993660742,-0.048063969907023996,84127.90785714285,83792.49066666668,92388.54122222222,335.41719047617516,-8260.633365079368,0.9105881177925511,0.02336175028109447,0.02793700519707899,0.02688078165010954,0.06367257427004969,1
2025-04-07,78430.0,81243.58,75789.01,79163.24,50474.64469,0.009348973607038236,-0.0523683895195467,-0.04063500673624554,-0.041026887822303015,83532.55642857144,83557.18366666666,92191.45644444444,-24.627238095228677,-8658.900015873005,0.9060769799087516,0.02290109100393116,0.02801730844939189,0.02644915282668056,0.07722852172296113,1
2025-04-08,79163.24,80867.99,76239.9,76322.42,28995.09487,-0.03588559538492875,-0.02687211526201716,-0.0828075246334441,-0.10375871582278373,82741.81000000001,83410.11866666665,91983.91266666666,-668.308666666635,-9242.102666666644,0.8995247929911573,0.024085423723309473,0.026334412959404373,0.026626717527618596,0.09744947814809857,1
2025-04-09,76322.42,83588.0,74620.0,82615.22,62933.4546,0.0824502158081466,0.043605845339326654,-0.015194325608085868,0.0011989147839779335,82435.09928571428,83544.09733333332,91873.49855555555,-1108.9980476190394,-9438.399269841262,0.8972674447122104,0.034420309394086246,0.030027032776603915,0.027955166952763403,0.023922468523354334,0
2025-04-10,82615.22,82753.21,78464.36,79607.3,26471.46751,-0.036408787630172745,0.043039515780553206,-0.04705272415580031,-0.04333200461610054,81890.47714285714,83433.241,91705.51177777778,-1542.7638571428542,-9815.034634920637,0.8929722494902533,0.03546651985899174,0.02908470796097455,0.02808133947496481,0.05070753561545227,1
2025-04-11,79607.3,84300.0,78969.58,83423.84,26617.43128,0.047942085713244875,0.009787784865791016,0.06367257427004969,-0.005555259532527557,81819.01,83424.69833333333,91581.33233333334,-1605.688333333339,-9762.322333333344,0.89340270462761,0.037321292026338736,0.030384339973409794,0.028561698306980694,0.0072705835646023065,0
2025-04-12,83423.83,85905.0,83144.57,85276.9,14348.03259,0.022212595344448305,0.07121959920761034,0.07722852172296113,0.020815798895807536,82006.75,83563.40233333333,91478.35277777778,-1556.6523333333316,-9471.602777777778,0.8964607200483101,0.0372549313840974,0.030056435602964036,0.02866626747733633,-0.003857902902192678,0
2025-04-13,85276.91,86100.0,83034.23,83760.0,14646.48756,-0.017787935537056265,0.004029543593294216,0.09744947814809857,0.06795868927706228,82104.60785714285,83555.96233333334,91358.61833333333,-1451.3544761904923,-9254.01047619048,0.898706759745139,0.03764073459006725,0.029591670600444635,0.028722402054482375,0.008443170964660851,0
2025-04-14,83760.0,85799.99,83678.0,84591.58,17808.24979,0.009928127984718316,-0.008036408452933852,0.023922468523354334,0.06857147332524538,82250.43428571428,83564.40033333334,91225.62633333332,-1313.966047619062,-8975.192047619043,0.9016154516185595,0.03770302194829357,0.029635817696369648,0.028647359204952903,0.006445440550938875,0
2025-04-15,84591.58,86496.42,83600.0,83643.99,15424.3056,-0.011201942320973268,-0.0013850286532950395,0.05070753561545227,0.0959294791753198,82142.26642857143,83600.04899999998,91038.36677777777,-1457.7825714285573,-8896.100349206346,0.9022818547379976,0.03687973851116166,0.029446020267956806,0.02831654508782233,0.015491250477171148,0
2025-04-16,83643.99,85500.0,83140.89,84030.38,16264.16318,0.004619459210398746,-0.006634230026203558,0.0072705835646023065,0.0171295313381723,82250.41571428571,83600.72733333334,90861.06766666667,-1350.3116190476285,-8610.651952380955,0.9052327671960665,0.03583758300280582,0.02929059014823706,0.02832177875098959,0.03635244776948521,1
2025-04-17,84030.38,85470.01,83736.26,84947.91,10970.04455,0.010919027142326287,0.015588926353226285,-0.003857902902192678,0.06708693800694165,82374.33142857142,83675.15666666666,90648.51688888889,-1300.8252380952472,-8274.185460317472,0.9087223294512425,0.035878479126458605,0.029194155145464668,0.027991324491048436,0.09313613483839678,1
2025-04-18,84947.92,85018.46,84303.96,84467.2,4282.60429,-0.005658879659311333,0.005198358022419969,0.008443170964660851,0.012506736683422837,82415.5692857143,83595.86533333334,90425.30544444444,-1180.2960476190347,-8009.736158730142,0.9114215194589399,0.0358884334087705,0.027727528474948783,0.027985577695225704,0.10574364960600113,1
2025-04-19,84924.0,85677.99,84694.49,85136.81,6662.30053,0.007927455864525035,0.002223715686471728,0.006445440550938875,-0.0016427660949213108,82529.77071428571,83626.31266666668,90245.36366666666,-1096.5419523809687,-7715.592952380946,0.914504273251316,0.03589758592645072,0.027190648870343826,0.027834333180000666,0.09505817753801193,1
2025-04-20,85128.99,85250.0,83949.52,84939.74,6496.70081,-0.002314744938176516,0.00559436088801335,0.015491250477171148,0.014084765998089832,82994.75214285715,83654.67766666667,90052.91622222222,-659.9255238095211,-7058.164079365073,0.9216220376256583,0.031061377724654483,0.027193064788666458,0.027810979136385555,0.1157674841010814,1
2025-04-21,87617.31,88465.99,86389.78,87085.09,19708.79875,0.025257317717242822,0.02288410853072831,0.03635244776948521,0.029477047242763232,83560.59857142858,83762.82766666666,89841.15255555556,-202.2290952380863,-6280.553984126978,0.9300926824125143,0.03147565770533942,0.027548190634743914,0.027638935980934837,0.0812412319950524,1
2025-04-22,88329.74,93888.0,88000.0,92859.63,33862.48981,0.06630916957196709,0.09324127905265533,0.09313613483839678,0.11017695353844315,84741.82785714285,83988.732,89720.62999999999,753.0958571428491,-4978.802142857137,0.9445077219937361,0.032526163974349716,0.029658303985611433,0.028461319080580905,0.01622405775254543,0
2025-04-23,93436.06,94696.05,91935.41,93399.07,20211.80614,0.005809198249013159,0.07250357093275106,0.10574364960600113,0.11149170097767014,85512.10285714285,84185.429,89603.83811111111,1326.6738571428432,-4091.7352539682615,0.9543352679949446,0.026025385364593808,0.029554800063849283,0.028468442687980218,0.01388215107495161,0
2025-04-24,92853.81,93666.0,91660.01,93229.76,14105.9947,-0.001812758949312987,0.003985908623585832,0.09505817753801193,0.09749327558500243,86485.1357142857,84379.99200000001,89474.49655555555,2105.1437142856885,-2989.3608412698522,0.9665897998161551,0.02281525078171028,0.029557709982346383,0.028448540782445235,0.012229571330013123,0
