Datetime,Close,Volume
2025-02-15,97569.66,7349.37683
2025-02-16,96118.12,8191.4249
2025-02-17,95780.0,16492.0451
2025-02-18,95671.74,23368.19471
2025-02-19,96644.37,16438.50954
2025-02-20,98305.0,17057.39177
2025-02-21,96181.98,32249.2814
2025-02-22,96551.01,11268.17708
2025-02-23,96258.0,10884.84913
2025-02-24,91552.88,31550.10299
2025-02-25,88680.4,78333.11111
2025-02-26,84250.09,56893.54409
2025-02-27,84708.58,42505.45439
2025-02-28,84349.94,83648.03969
2025-03-01,86064.53,25785.05464
2025-03-02,94270.0,54889.09045
2025-03-03,86220.61,59171.10218
2025-03-04,87281.98,55609.10706
2025-03-05,90606.01,38264.01163
2025-03-06,89931.89,34342.44902
2025-03-07,86801.75,57980.35713
2025-03-08,86222.45,12989.23054
2025-03-09,80734.37,26115.39345
2025-03-10,78595.86,47633.38405
2025-03-11,82932.99,48770.06853
2025-03-12,83680.12,31933.986
2025-03-13,81115.78,27546.27412
2025-03-14,83983.2,26858.52755
2025-03-15,84338.44,11324.7332
2025-03-16,82574.53,17596.12531
2025-03-17,84010.03,17214.74358
2025-03-18,82715.03,17610.89883
2025-03-19,86845.94,28151.05374
2025-03-20,84223.39,22090.30463
2025-03-21,84088.79,11956.97443
2025-03-22,83840.59,5420.22114
2025-03-23,86082.5,8461.97813
2025-03-24,87498.16,30115.62111
2025-03-25,87392.87,22643.25248
2025-03-26,86909.17,18408.78485
2025-03-27,87232.01,17098.03897
2025-03-28,84424.38,27182.73169
2025-03-29,82648.54,11696.39864
2025-03-30,82389.99,9864.49508
2025-03-31,82550.01,20569.13885
2025-04-01,85158.34,20190.39697
2025-04-02,82516.29,39931.457
2025-04-03,83213.09,27337.84135
2025-04-04,83889.87,32915.53976
2025-04-05,83537.99,9360.40468
2025-04-06,78430.0,27942.71436
2025-04-07,79163.24,78387.53089
2025-04-08,76322.42,35317.32063
2025-04-09,82615.22,75488.28772
2025-04-10,79607.3,33284.80718
2025-04-11,83423.84,34435.43797
2025-04-12,85276.9,18470.74437
2025-04-13,83760.0,24680.04181
2025-04-14,84591.58,28659.09348
2025-04-15,83643.99,20910.99528
2025-04-16,84030.38,20867.24519
2025-04-17,84947.91,13728.84772
2025-04-18,84474.69,6529.96315
2025-04-19,85077.01,9666.58153
2025-04-20,85179.24,8091.67725
2025-04-21,87516.23,31773.37262
2025-04-22,93442.99,43872.74705
2025-04-23,93691.08,27404.16808
2025-04-24,93980.47,19497.06071
2025-04-25,94638.68,27500.66648
2025-04-26,94628.0,9415.06875
2025-04-27,93749.3,11162.841
2025-04-28,95011.18,22157.53351
2025-04-29,94256.82,16955.3402
2025-04-30,94968.83,2273.24678
